,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
71,양산시(257),2018-09-12,23,20.2,340,28,1229,0,0,0,0,0,0,9,50,1800,5.4,70,1719,3.6,3144,18.1,64,1233,74.6,20.9,1017.1,1020.6,1,1017.7,1555,1018.8,12.5,7.2,1200,1.72,10.68,0,0,0,0,0,6.6,1.5,23.7,17.4,23.6,23.9,24.1,23.9,0,0,0,0,0,2.6,3.7,0,0,0
72,보성군(258),2018-09-12,0,15.7,552,27.9,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1340,0,0,0,1019.6,1,1015.7,1611,0,12.5,9.5,1200,1.91,13.11,0,0,0,0,0,5.1,0,24.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,강진군(259),2018-09-12,22.6,16.2,522,29,1438,0,0,0,0,0,0,5.8,70,1328,3.9,70,1336,1.6,1406,17.5,50,1341,75,20.1,1015.8,1019.2,1,1015.5,1519,1017.2,12.5,10.1,1200,2.48,15.89,0,0,0,0,0,4.9,1.8,25.2,12.7,23,23.2,23.4,23.7,0,0,0,0,0,2.9,4.2,0,0,0
74,장흥(260),2018-09-12,22.4,16.2,557,28.6,1228,0,0,0,0,0,0,6.1,70,103,3.8,160,1612,1.2,1050,18.1,53,1319,77.9,20.9,1011.4,1018.9,1,1014.8,1533,1016.6,12.5,10.3,0,0,0,0,0,0,0,0,5,1.4,25.8,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,해남(261),2018-09-12,22.3,15.9,627,29,1408,0,0,0,0,0,0,6.7,70,50,4.9,70,51,1.9,1681,17.6,55,1325,76.3,20.4,1014.8,1018.4,1,1015.1,1511,1016.7,12.5,10.4,0,0,0,0,0,0,0,0,5.1,2,23.8,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,고흥(262),2018-09-12,22.5,18.3,607,27.9,1353,0,0,0,0,0,0,5.8,110,1444,3,180,1345,1,892,17.1,58,1249,72.1,19.7,1010.5,1018.7,1,1015.1,1554,1016.5,12.5,8.1,0,0,0,0,0,0,0,0,6.6,3.4,24.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,의령군(263),2018-09-12,21.4,15.2,159,27.8,1540,0,0,0,0,0,0,2.7,110,1124,1.8,50,1033,0.7,588,17.2,56,1225,78.4,19.7,1016.2,1020.2,1,1015.8,1607,1017.8,12.5,7.1,1100,2.85,19.31,0,0,0,0,0,6.1,0,24.6,13.6,24.1,23.7,23.8,23.8,0,0,0,0,0,2.9,4.2,0,0,0
78,함양군(264),2018-09-12,19.6,11.9,511,26.9,1337,0,0,0,0,0,0,4.5,50,1208,2.1,50,1257,0.5,464,17.4,65,1332,88.5,20.3,1000.5,1021,1,1015.4,1602,1018.1,12.6,6.2,1200,3.22,18.48,0,0,0,0,0,7.8,5.4,21.5,10.5,22.1,21.9,22.4,22.8,0,0,0,0,0,2.7,3.8,0,0,0
79,광양시(266),2018-09-12,23.2,19.4,14,27.8,1316,0,0,0,0,0,0,6.2,20,23,5,50,3,2.8,2376,16,52,1351,64.5,18.4,1007.1,1019.2,17,1015.3,1536,1017.1,12.5,8.6,1200,3.15,20.89,0,0,0,0,0,5.8,2.3,27.5,17.1,25.1,24.3,23.4,21,0,0,0,0,0,4.1,5.9,0,0,0
80,진도군(268),2018-09-12,22.5,17.3,8,28.1,1431,0,0,0,0,0,0,5.4,180,1535,4.1,50,1028,1.7,1432,17.4,55,1438,73.9,19.9,1015.2,1017.4,2,1014.4,1503,1015.8,12.5,10.4,0,0,0,0,0,0,0,0,5.8,2.1,28.8,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,봉화(271),2018-09-12,17.9,12.2,157,23.8,1549,0,0,0,0,0,0,6.6,110,1006,3.6,110,1014,1.6,1344,13.3,54,1550,76.9,15.3,981.7,1022,114,1017,1548,1019.2,12.6,5.8,0,0,0,0,0,0,0,0,7.8,2.8,20.5,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,영주(272),2018-09-12,18.8,12.7,25,24.3,1423,0,0,0,0,0,0,4,340,322,3.2,320,309,1.4,1243,13.1,54,1345,70.8,15.1,994.5,1022,1,1016.8,1551,1019,12.6,5.3,0,0,0,0,0,0,0,0,7.1,5.6,26.1,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,문경(273),2018-09-12,20,13.6,604,26.2,1522,0,0,0,0,0,0,6.2,90,1154,3.9,140,1220,1.5,1316,13.6,49,1526,67.9,15.6,999,1021.5,1,1016.4,1626,1018.8,12.6,3.9,0,0,0,0,0,0,0,0,6.6,6,25,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,청송군(276),2018-09-12,18,14,509,22.8,1649,0,0,0,0,0,0,3.4,70,1158,2.7,70,1617,1,836,14.7,62,1647,82.1,16.7,995.2,1021.5,5,1017.6,1642,1019.3,12.6,2.7,1600,1.1,7.95,0,0,0,0,0,6.9,3.8,21.9,12.1,21.2,21.3,21.7,22.2,0,0,0,0,0,1.3,1.9,0,0,0
85,영덕(277),2018-09-12,19.5,17.1,405,24.6,1317,0,1,655,1.2,320,2.5,8.7,360,1115,5.6,20,1220,2.6,2229,16.5,65,1346,83.9,18.8,1014.6,1021,1,1018.6,1749,1019.6,12.6,2,0,0,0,0,0,0,0,0,7.8,4.3,22.3,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,의성(278),2018-09-12,20,14.5,545,26.9,1354,0,0,0,0,0,0,6.7,90,1302,3.8,70,1308,1.3,1084,15.1,51,1438,75.9,17.2,1009.4,1021.2,1,1016.8,1609,1018.9,12.6,6,0,0,0,0,0,0,0,0,6.1,1.9,25.4,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,구미(279),2018-09-12,20.9,15.6,533,26.7,1434,0,0,0,0,0,0,3.9,110,1708,2,70,1724,0.8,704,17.9,62,1437,84.1,20.6,1013.1,1021.2,1,1016.5,1658,1018.8,12.6,5.6,0,0,0,0,0,0,0,0,7.9,5.5,26.4,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,영천(281),2018-09-12,20.2,16.4,40,25.1,1209,0,0,0,0,0,0,6.6,90,1546,3.7,90,1643,1.5,1322,15.1,58,1610,73.6,17.3,1007.8,1020.3,1,1017.4,1609,1018.7,12.6,4.3,0,0,0,0,0,0,0,0,8.9,4.9,21,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,경주시(283),2018-09-12,20.6,18.6,39,22.6,1054,0,0,0,0,0,0,6.8,50,1432,4.3,20,1155,1.8,1546,17.5,74,1554,82.8,19.9,1014.6,1020.3,1,1018.1,1621,1019,12.6,0,1000,0.56,3.66,0,0,0,0,0,8.1,8,21.1,17.8,21.5,21.9,22.6,23.2,0,0,0,0,0,1,1.4,0,0,0
90,거창(284),2018-09-12,19.2,11.8,625,25.9,1407,0,0,0,0,0,0,4.8,140,1412,3.1,140,1454,0.9,743,16,59,1410,83,18.3,990.7,1019.8,1,1014.3,1548,1016.8,12.6,5.3,0,0,0,0,0,0,0,0,7.6,4,23.4,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,합천(285),2018-09-12,21.2,15.3,434,28.2,1539,0,0,0,0,0,0,5.6,70,1252,3.1,360,1236,1.2,1028,16,49,1540,74.4,18.2,1014.4,1020.6,1,1015.9,1608,1018.1,12.6,7.7,0,0,0,0,0,0,0,0,7.8,3,25.4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,밀양(288),2018-09-12,21.8,16.5,326,27.2,1312,0,0,0,0,0,0,5.9,20,1608,2.8,50,1438,1.1,909,16.4,50,1300,74.1,18.7,1016.5,1019.8,4,1016.3,1550,1017.8,12.5,7.9,0,0,0,0,0,0,0,0,6.3,3.4,25,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,산청(289),2018-09-12,20.4,13.5,637,27.6,1444,0,0,0,0,0,0,5.3,90,1514,3.2,90,1522,1,905,16.6,59,1446,79.9,19,1001.9,1020.6,8,1015.5,1615,1017.9,12.5,7.4,0,0,0,0,0,0,0,0,7.3,3.4,23.1,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,거제(294),2018-09-12,23.2,19.3,546,28.4,1314,0,0,0,0,0,0,6.9,140,1441,3.9,140,1535,1.7,1484,20,68,1329,83,23.5,1012,1019.3,1,1016.2,1520,1017.4,12.5,6.6,0,0,0,0,0,0,0,0,6.4,0,24.5,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,남해(295),2018-09-12,22.5,17.7,526,28.1,1512,0,0,0,0,0,0,4.4,360,37,2.4,340,41,1.2,1045,17.5,58,1513,74.4,20.1,1012.3,1019.7,2,1015.7,1606,1017.6,12.5,8.6,0,0,0,0,0,0,0,0,6.6,3.4,25.6,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
